Time,Iteration loop,Iteration,Fitness,Assignment,Local search,Similarity counter
19:36:12 20/12/2020,1,62,191039,"[22, 27, 17, 0, 24, 11, 9, 16, 13, 29, 14, 15, 26, 6, 2, 8, 28, 19, 18, 21, 23, 1, 25, 4, 20, 3, 5, 10, 7, 12]",False,0
19:36:13 20/12/2020,2,124,189180,"[21, 11, 19, 22, 20, 28, 7, 25, 4, 1, 29, 3, 10, 8, 23, 15, 17, 14, 27, 5, 18, 24, 13, 2, 26, 0, 9, 12, 16, 6]",False,0
19:36:13 20/12/2020,3,190,189180,"[21, 11, 19, 22, 20, 28, 7, 25, 4, 1, 29, 3, 10, 8, 23, 15, 17, 14, 27, 5, 18, 24, 13, 2, 26, 0, 9, 12, 16, 6]",False,1
19:36:13 20/12/2020,4,250,189180,"[21, 11, 19, 22, 20, 28, 7, 25, 4, 1, 29, 3, 10, 8, 23, 15, 17, 14, 27, 5, 18, 24, 13, 2, 26, 0, 9, 12, 16, 6]",False,2
19:36:13 20/12/2020,5,317,189180,"[21, 11, 19, 22, 20, 28, 7, 25, 4, 1, 29, 3, 10, 8, 23, 15, 17, 14, 27, 5, 18, 24, 13, 2, 26, 0, 9, 12, 16, 6]",False,3
19:36:13 20/12/2020,6,385,189180,"[21, 11, 19, 22, 20, 28, 7, 25, 4, 1, 29, 3, 10, 8, 23, 15, 17, 14, 27, 5, 18, 24, 13, 2, 26, 0, 9, 12, 16, 6]",False,4
19:36:13 20/12/2020,7,447,189180,"[21, 11, 19, 22, 20, 28, 7, 25, 4, 1, 29, 3, 10, 8, 23, 15, 17, 14, 27, 5, 18, 24, 13, 2, 26, 0, 9, 12, 16, 6]",False,5
19:36:13 20/12/2020,8,510,189180,"[21, 11, 19, 22, 20, 28, 7, 25, 4, 1, 29, 3, 10, 8, 23, 15, 17, 14, 27, 5, 18, 24, 13, 2, 26, 0, 9, 12, 16, 6]",False,6
19:36:13 20/12/2020,9,569,189180,"[21, 11, 19, 22, 20, 28, 7, 25, 4, 1, 29, 3, 10, 8, 23, 15, 17, 14, 27, 5, 18, 24, 13, 2, 26, 0, 9, 12, 16, 6]",False,7
19:36:13 20/12/2020,10,630,189180,"[21, 11, 19, 22, 20, 28, 7, 25, 4, 1, 29, 3, 10, 8, 23, 15, 17, 14, 27, 5, 18, 24, 13, 2, 26, 0, 9, 12, 16, 6]",False,8
19:36:14 20/12/2020,11,693,182009,"[14, 6, 11, 8, 3, 5, 9, 4, 29, 26, 21, 22, 20, 28, 23, 15, 1, 17, 12, 25, 19, 13, 7, 2, 24, 0, 18, 10, 27, 16]",True,0
19:36:14 20/12/2020,12,756,182009,"[14, 6, 11, 8, 3, 5, 9, 4, 29, 26, 21, 22, 20, 28, 23, 15, 1, 17, 12, 25, 19, 13, 7, 2, 24, 0, 18, 10, 27, 16]",False,1
19:36:14 20/12/2020,13,821,182009,"[14, 6, 11, 8, 3, 5, 9, 4, 29, 26, 21, 22, 20, 28, 23, 15, 1, 17, 12, 25, 19, 13, 7, 2, 24, 0, 18, 10, 27, 16]",False,2
